title,url,s,sp,date,timestamp
Amazon Unveils Echo Interactive Speaker in New Offering,https://www.bloomberg.com/news/articles/2014-11-06/amazon-unveils-echo-interactive-speaker-in-new-offering,Bloomberg,"Amazon.com Inc. unveiled the Echo voice-controlled interactive speaker that lets people stream music and order items from the online retailer, as the company works to extend its reach into consumers&#39; digital lives.","Nov 6, 2014",1415294404
"Amazon unveils Echo, a speaker that listens and learns",http://www.theglobeandmail.com/technology/gadgets-and-gear/gadgets/amazon-unveils-echo-interactive-speaker-as-latest-gadget/article21478712/,The Globe and Mail,"Last week, the Seattle- based Internet retailer unveiled a media-streaming device, the Fire TV Stick, which plugs into a TV set to let users browse video and music from Netflix Inc., Pandora Media Inc. and other content services. Craig Berman, a ...","Nov 6, 2014",1415301914
"Amazon launches Echo voice-activated personal assistant, music player",http://www.computerworld.com/article/2844402/amazon-launches-echo-voice-activated-personal-assistant-music-player.html,Computerworld,"Along with Amazon Music files, Echo provides hands-free voice control of Prime Music, iHeartRadio and TuneIn. Echo is also Bluetooth-enabled, allowing users to stream music services like Spotify, iTunes and Pandora from a smartphone or tablet.","Nov 6, 2014",1415308478
Will YouTube&#39;s Subscription Music Service Be Profitable?,http://www.benzinga.com/general/education/14/11/5016020/will-youtubes-subscription-music-service-be-profitable,Benzinga,"The most direct competition for Music Key will likely come from Pandora Media Inc (NASDAQ: P) and Spotify, and that might not be good news for Google.","Nov 17, 2014",1416258693
Streaming may suffocate the music industry – or save it,http://theconversation.com/streaming-may-suffocate-the-music-industry-or-save-it-34052,The Conversation UK,"The same applies to US rival Pandora. Both companies are desperate to convert free customers into lucrative subscribers. Spotify&#39;s conversion rate of 25% implies there is a lot of room to grow, but evidence from other “freemium” companies suggests that ...","Nov 20, 2014",1416463936
A Price to Sales Analysis: Is Netflix Inc. Stock Expensive Today?,http://www.fool.com/investing/high-growth/2014/11/18/a-price-to-sales-analysis-is-netflix-inc-stock-exp.aspx,Motley Fool,"After looking at evidence from Netflix, Sirius XM (NASDAQ:SIRI), and Pandora Media (NYSE:P), I would argue that these stocks require a different approach.","Nov 18, 2014",1416351701
U2&#39;s Bono defends under-fire music streaming services,http://www.reuters.com/article/us-music-ireland-bono-idUSKBN0IR1CO20141107,Reuters,"Pandora looking at bidders beyond Sirius XM: CNBC. Internet radio provider Pandora Media Inc is looking at potential acquirers beyond satellite radio company Sirius XM Holdings Inc, CNBC reported, citing sources.","Nov 7, 2014",1415367675
"Midday Losers, November 25: Fred&#39;s, Inc. (FRED), Casey&#39;s General Stores Inc ...",http://www.bidnessetc.com/29830-midday-losers-november-25-freds-inc-fred-caseys-general-stores-inc-casy-bea/,Bidness ETC,"Beacon Roofing Supply, Inc. (NASDAQ:BECN), -6.94%, disappointing 4QFY14 earnings; missed EPS estimate by 14 cents and revenues estimate by $3.67 million.","Nov 25, 2014",1416938400
"Pandora for iOS gets a new look in beta, American Express app adds Touch ID login",http://appleinsider.com/articles/14/12/02/pandora-for-ios-gets-a-new-look-in-beta-american-express-app-adds-touch-id-login,Apple Insider,"Starting Tuesday, some users of popular streaming radio app Pandora began seeing a beta preview of a new user interface on their iPhone.","Dec 2, 2014",1417548600
Pandora redesigns apps to emphasize customization,http://mashable.com/2014/12/03/pandora-app-redesign/,Mashable,"&quot;Listener feedback, through thumbing, is integral to personalization on Pandora so we&#39;ve increased the visual recognition around thumbing songs,&quot; Pandora&#39;s vice president of creative services, Tony Calzaretta, wrote in a blog post. &quot;We&#39;ve paired this ...","Dec 3, 2014",1417584375
Pandora retunes its mobile app,https://www.cnet.com/news/pandora-retunes-its-mobile-app/,CNET,"Pandora is revamping its mobile app to give its users a more personalized experience. Currently in beta mode for a number of iOS and Android users, the new version of Pandora is slated to reach all users of the app in the coming months, Pandora&nbsp;...","Dec 2, 2014",1417529700
How Apple Inc. Could Become The World&#39;s First $1 Trillion Company,http://www.ibtimes.com/how-apple-inc-could-become-worlds-first-1-trillion-company-1729872,International Business Times,"In fact, the company&#39;s valuation is so high that it&#39;s worth more than Google, Samsung, HTC, BlackBerry, Lenovo, HP, Cirrus Logic, SanDisk, Sony, Broadcom and Pandora Media combined. Tim Cook has proved a savvy CEO, seeing Apple shares climb 48&nbsp;...","Nov 26, 2014",1417033559
17 Facts About Apple Now That It&#39;s Worth $700 Billion,http://blogs.wsj.com/moneybeat/2014/11/25/17-facts-about-apple-now-that-its-worth-700-billion/,Wall Street Journal (blog),"Apple, the biggest company in the world, just reached a market value of $700 billion. That&#39;s huge. Part of what&#39;s notable about the company&#39;s size is just how far it&#39;s climbed.","Nov 25, 2014",1416938123
Online threat to China&#39;s UnionPay outweighs foreign card rivals,http://www.reuters.com/article/us-china-banks-clearing-idUSKCN0IW2IM20141112,Reuters,"Alibaba told Bloomberg on Wednesday it was open to working with eBay Inc&#39;s PayPal to expand its payment options, a plan that could magnify Alipay&#39;s reach and put further pressure on UnionPay.","Nov 12, 2014",1415826675
These 2 Tech Stocks Could Benefit From The January Effect,http://www.benzinga.com/trading-ideas/long-ideas/14/11/5041071/these-2-tech-stocks-could-benefit-from-the-january-effect,Benzinga,"“It was never super expensive as a new, high-growth company, but it&#39;s just down right almost stupid here (at the current price),” he said.","Nov 28, 2014",1417185300
Up-and-coming app elbows way into noisy music field,http://www.ibj.com/articles/50399-up-and-coming-app-elbows-way-into-noisy-music-field,Indianapolis Business Journal,"Williams is president of West Lafayette-based Caktus Music Inc., the company behind a smartphone application that seeks to be a home of sorts in a world where music consumption habits are widely disjointed and varied.","Nov 8, 2014",1415432445
BestBuy.com back online after second Black Friday outage,http://www.reuters.com/article/us-best-buy-outages-idUSKCN0JD00320141129,Reuters,"Best Buy Co Inc&#39;s retail website is back online after it was down for a second time on Black Friday, the busiest U.S. shopping day in terms of sales and traffic since 2005, according to ShopperTrak.","Nov 29, 2014",1417221900
&#39;Horrible Bosses 2&#39; reunites goofball trio for kidnapping comedy,http://www.reuters.com/article/us-film-horriblebosses-idUSKCN0J829520141125,Reuters,"Pandora looking at bidders beyond Sirius XM: CNBC. Internet radio provider Pandora Media Inc is looking at potential acquirers beyond satellite radio company Sirius XM Holdings Inc, CNBC reported, citing sources.","Nov 25, 2014",1416874536
CÜR&#39;s Low Priced Streaming Music Service Fills The Gap (CURM),http://seekingalpha.com/article/2713175-curs-low-priced-streaming-music-service-fills-the-gap,Seeking Alpha,CÜR Music (OTCPK:CURM) has been showing a demo of low-priced streaming music service to record labels and are even more convinced that this service will be a formidable competitor to both Pandora and Spotify as it lands squarely between the two in&nbsp;...,"Nov 27, 2014",1417094725
The Price Pressure&#39;s on Pandora Media Inc.,http://www.fool.com/investing/general/2014/12/08/the-price-pressures-on-pandora-media-inc.aspx,Motley Fool,"Comparatively, Pandora Media (NYSE:P) pays a flat rate per song &quot;performance&quot; that it negotiated with digital performance rights group SoundExchange.","Dec 8, 2014",1418059368
Office Space: Pandora perks include free gadget vending machine,http://www.sfgate.com/business/article/Office-Space-Pandora-perks-include-free-gadget-5940432.php,SFGate,"At first glance, Pandora&#39;s Oakland headquarters looks like that of any other tech giant. There is the requisite open layout.","Dec 7, 2014",1417915820
Why 2015 Could Be a Great Year for Sirius XM Holdings Inc. and Pandora Media ...,http://www.fool.com/investing/high-growth/2014/12/09/why-2015-could-be-a-great-year-for-sirius-xm-holdi.aspx,Motley Fool,"Two hidden winners from lower gas prices could be Sirius XM (NASDAQ:SIRI) and Pandora Media (NYSE:P). Why? Because these services are most often used in the car, and lower gas prices are likely to encourage Americans to put in more miles behind&nbsp;...","Dec 9, 2014",1418135537
5 Companies To Watch As Music Streaming Explodes,http://www.benzinga.com/trading-ideas/long-ideas/15/01/5114926/5-companies-to-watch-as-music-streaming-explodes,Benzinga,"Pandora Media Inc (NYSE: P), Spotify&#39;s publicly-traded competition, made itself more visible this year by making a deal with Microsoft Corporation (NASDAQ: MSFT) to feature a Pandora music streaming app on the company&#39;s Xbox One that will allow gamers&nbsp;...","Jan 2, 2015",1420219480
4 Top Internet of Things Stocks for 2015,http://247wallst.com/technology-3/2014/12/17/4-top-internet-of-things-stocks-for-2015/,24/7 Wall St.,"Pandora Media Inc. (NYSE: P) has a platform that is available on over 1,000 devices and growing. The company is likely to benefit from the Internet of Things with its growing connectivity ranging from devices to cars.","Dec 17, 2014",1418844127
Pandora&#39;s App Refresh Hints at the Company&#39;s Simple Strategy,http://www.billboard.com/articles/6363479/pandora-app-refresh,Billboard,"On Tuesday (Dec. 2), Pandora announced the first major refresh for its mobile app in roughly two years. Given the tonnage of press-release artillery (PRtillery, if you will) flying around in mobile-music-streaming space lately, the release is notably ...","Dec 4, 2014",1417722075
California Cases To Watch In 2015,http://www.law360.com/articles/605311/california-cases-to-watch-in-2015,Law360 (subscription),"Law360, Los Angeles (January 2, 2015, 3:27 PM EST) -- California attorneys in 2015 will be tracking the state high court&#39;s interpretation of requirements for employers to provide seats for workers, federal suits against music streaming companies over ...","Jan 2, 2015",1420231034
Kiesza - &quot;Hideaway&quot; Video + Pandora Discovery Den Photos,http://www.popmatters.com/post/189283-kiesza-hideaway-pandora-discovery-den-photos/,PopMatters,The free Pandora Holiday Discovery Den event was a fun party for the young crowd that managed to get in and escape the deluge outside.,"Dec 17, 2014",1418828596
5 Top Tech Stocks for 2015 With Potential Big Catalysts,http://247wallst.com/technology-3/2014/12/26/5-top-tech-stocks-for-2015-with-potential-big-catalysts/,24/7 Wall St.,"Amazon.com Inc. (NASDAQ: AMZN) is once again leading the charge for the top online spot in holiday sales, and the SunTrust team think that 2015 catalysts and a cheap valuation compared to historical numbers make the stock very reasonable.","Dec 26, 2014",1419601950
Comparing America&#39;s 3 Largest Radio Broadcasting Companies,http://seekingalpha.com/article/2739455-comparing-americas-3-largest-radio-broadcasting-companies,Seeking Alpha,"Mean and high targets for the 3 largest U.S. Radio Broadcasting companies - Sirius XM Holdings, Pandora Media, Cumulus Media - range from 22% to 137% above current prices. Find out ... Cumulus Media Inc. (NASDAQ: CMLS) is the underperformer.","Dec 8, 2014",1418064300
Austria sells Hypo Balkans network to private equity firm Advent,http://www.reuters.com/article/us-hypoalpeadria-restructuring-balkans-idUSKBN0K10NA20141223,Reuters,"Local media have speculated that the sale of the Balkans network could trigger insolvency proceedings for Heta, a vehicle not guaranteed by the state.","Dec 23, 2014",1419328575
"Apple&#39;s &#39;Best of 2014′ list includes old favs, new artists, fun apps",https://www.slashgear.com/apples-best-of-2014-list-includes-old-favs-new-artists-fun-apps-08358712/,SlashGear,"With so much media floating around their platform, Apple has once again rolled out their year-end, best-of awards list. They&#39;ve announced their favorites from 2014, along with a few fun surprises for us.","Dec 8, 2014",1418053500
"Apple Reveals 2014&#39;s Most Downloaded Apps, Movies, and More",http://www.ign.com/articles/2014/12/09/apple-reveals-2014s-most-downloaded-apps-movies-and-more,IGN,"By Chloi Rad Apple revealed its best-selling apps, games, and other entertainment for the year, including top downloads from the iTunes Store, the App Store, and the iBooks Store.","Dec 9, 2014",1418154838
Not all magic and fairy dust for live TV production of Peter Pan,http://www.reuters.com/article/us-television-peterpanlive-idUSKCN0JJ1RF20141205,Reuters,"Viewers who found the production lackluster, wooden or odd turned to social media to vent their disappointment. &quot;Weird that the &#39;lost boys&#39; are grown men,&quot; tweeted actress Mia Farrow.","Dec 5, 2014",1417799142
Telcos lure customers with attractive family plans,http://marketrealist.com/2014/12/how-are-telcos-luring-customers-with-attractive-family-plans/,Market Realist,"To attract users more, T-Mobile offers unlimited music streaming on services such as Pandora Media Inc. (P) and iHeartRadio that doesn&#39;t count against your 4G LTE data.","Dec 5, 2014",1417792950
Back to Pandora: Why Has &#39;Avatar&#39; Been Forgotten Just Five Years After Its ...,http://screencrush.com/back-to-pandora-why-is-avatar-forgotten/,ScreenCrush,"James Cameron&#39;s &#39;Avatar&#39; opened on December 18, 2009, five years ago this month. In a theatrical release that would stretch on for 34 weeks, Cameron&#39;s motion-captured 3D spectacle grossed $749 million in the U.S.","Dec 30, 2014",1419971907
Xbox One Gets Pandora and Four Other New Media Apps Today,http://www.gamespot.com/articles/xbox-one-gets-pandora-and-four-other-new-media-app/1100-6424309/,GameSpot,"A string of new media apps are available on Xbox One today, including those for music-streaming service Pandora and music video hub Vevo.","Dec 18, 2014",1418935852
"Xbox One To Get Pandora, Vevo, Popcornflix And More Apps This Week",https://techcrunch.com/2014/12/18/xbox-one-to-get-pandora-vevo-popcornflix-and-more-apps-this-week/,TechCrunch,Microsoft might have said that they&#39;re done shipping their big Xbox One software updates for the year - but that doesn&#39;t mean they can&#39;t release a few new toys in the form of apps.,"Dec 18, 2014",1418925459
Now Playing: Pandora for Xbox One arrives with Kinect support,https://gigaom.com/2014/12/18/pandora-app-xbox-one-kinect-launches/,Gigaom,"At long last, Pandora is joining the app catalog for Microsoft&#39;s Xbox One; the first time the intelligent music software becomes available on a gaming console.","Dec 18, 2014",1418922123
Will Connected Cars Bring About the End of SiriusXM Satellite Radio?,http://www.fool.com/investing/general/2014/12/10/will-connected-cars-bring-about-the-end-of-siriusx.aspx,Motley Fool,"With Pandora (NYSE:P) not launching as a mobile product until 2008 and Spotify not entering the U.S. market until 2011, satellite radio was really only taking on terrestrial radio for most of its early years.","Dec 10, 2014",1418218627
Fox To Acquire TrueX For $200 Million,http://www.forbes.com/sites/greatspeculations/2014/12/23/fox-to-acquire-truex-for-200-million/,Forbes,"The results are measured in engagement metrics, which is recorded by TrueX. The company provides ad space with publishers such as Tribune and media companies including, Pandora. The advertisers include Apple, Visa, Microsoft, Disney, Coca-Cola,&nbsp;...","Dec 23, 2014",1419342075
Pharrell Williams May Not Be Too &#39;Happy&#39; With Pandora Streaming Royalty Checks,http://www.designntrend.com/articles/32640/20141228/pharrell-williams-happy-pandora-streaming-royalties.htm,Design & Trend,"Pandora is already the highest paying form of radio to both performers and songwriters. We have paid more than $1 billion to rights holders since our inception, which amounts to over half of all revenue we have generated.","Dec 28, 2014",1419791892
21st Century Fox to Acquire Ad Tech Firm TrueX for $200 Million,http://blogs.wsj.com/cmo/2014/12/17/21st-century-fox-to-acquire-ad-tech-firm-truex-for-200-million/,Wall Street Journal (blog),"21st Century Fox Inc. has agreed to acquire the online advertising technology company TrueX Media, people familiar with the matter said.","Dec 17, 2014",1418819490
21st Century Fox Reaches Preliminary Agreement to Acquire true[X],http://www.businesswire.com/news/home/20141217005468/en/21st-Century-Fox-Reaches-Preliminary-Agreement-Acquire,Business Wire (press release),"NEW YORK--(BUSINESS WIRE)--21st Century Fox (NASDAQ: FOXA, FOX) today announced it has reached a preliminary agreement to acquire true[X] media, a leading video advertising company that specializes in consumer engagement and on-demand ... Following the ...","Dec 17, 2014",1418820515
Pharrell Made Only $2700 In Songwriter Royalties From 43 Million Plays Of ...,http://www.businessinsider.com/pharrell-made-only-2700-in-songwriter-royalties-from-43-million-plays-of-happy-on-pandora-2014-12,Business Insider,This past year was great for singer Pharrell Williams. His song &quot;Happy&quot; secured him Grammy nominations for Best Music Video and Best Pop Solo Performance.,"Dec 23, 2014",1419347729
"Pandora tries to woo musicians with data, not royalties",http://www.sfgate.com/music/article/Pandora-tries-to-woo-musicians-with-data-not-5980453.php,SFGate,"The Colorado jam band Leftover Salmon sat in a conference room at Pandora&#39;s Oakland headquarters as a screen projected a torrent of data - which of their songs were most popular on the Internet radio service, how many times their songs were “spun”&nbsp;...","Dec 27, 2014",1419645225
Review: &#39;Leviathan&#39; is heavy Russian tragedy that&#39;s also funny,http://www.metro.us/entertainment/review-leviathan-is-heavy-russian-tragedy-that-s-also-funny/zsJnlw---H8M5CQXfAok62/,Metro.us,"(Reuters) - Internet radio provider Pandora Media Inc is looking at potential acquirers beyond satellite radio company Sirius XM Holdings Inc, CNBC reported, citing sources.","Dec 24, 2014",1419422538
Little Dragon: Best Of,http://www.popmatters.com/review/186609-little-dragon-best-of/,PopMatters,"What purpose do these compilations serve when one can simply tune into Michael Jackson radio on Pandora, shuffle Madonna&#39;s most popular tracks on Spotify, or watch Paul McCartney perform full live sets on YouTube in a matter of seconds?","Dec 11, 2014",1418309451
Deezer Names New CEO Before Full US Launch,http://www.wsj.com/articles/deezer-names-new-ceo-before-full-u-s-launch-1418937886,Wall Street Journal,"It plans to make a bigger play, appealing not just to people who want to listen to unlimited music on-demand, but also to those who want a more passive, radio-like listening experience, such as Pandora Media Inc.&#39;s nearly 80 million active monthly ...","Dec 18, 2014",1418937750
"As &#39;Serial&#39; ends, the future of podcasting brightens",http://fortune.com/2014/12/19/serial-podcasting-future/,Fortune,"Hosted by reporter Sarah Koenig, the weekly show became the most successful podcast in history, reaching an average of 2.2 million listeners per episode, according to CNN, with thousands of fans sharing their own theories in person, on social media ...","Dec 19, 2014",1419017550
Piracy geostats show Sony is even more stupid than you think,http://siliconangle.com/blog/2014/12/31/piracy-geostats-show-sony-is-even-more-stupid-than-you-think/,SiliconANGLE (blog),"People embrace legal content where it is both available and sold at a reasonable price. Take the music industry for example, where rampant piracy has faded away as people flock to services like those provided by Spotify Ltd, Pandora Media Inc. and others.","Dec 31, 2014",1420003946
Could Spotify Take Down Pandora Media Inc. in 2015?,http://www.fool.com/investing/general/2015/01/21/could-spotify-take-down-pandora-media-inc-in-2015.aspx,Motley Fool,The on-demand streaming music service announced earlier this month that it just surpassed 60 million monthly active listeners with 15 million paid subscribers.,"Jan 21, 2015",1421875529
Will Pandora Media Inc. Bounce Back in 2015?,http://www.fool.com/investing/general/2015/01/07/will-pandora-media-inc-bounce-back-in-2015.aspx,Motley Fool,Pandora Media (NYSE:P) investors weren&#39;t singing a very merry tune last year. The country&#39;s leading music streaming service saw its stock plunge 33% in 2014.,"Jan 7, 2015",1420638586
"Stifel: Web IV A &#39;Significant Overhang&#39; On Shares Of Pandora Media, Expects ...",http://www.benzinga.com/analyst-ratings/analyst-color/15/01/5153748/stifel-web-iv-a-significant-overhang-on-shares-of-pandor,Benzinga,John Egbert of Stifel assumed coverage of Pandora Media Inc (NYSE: P) from colleague Scott Devitt and placed a Buy rating and $29 price target on shares.,"Jan 16, 2015",1421416303
Pandora Media Inc (P) Under Pressure From Spotify,http://www.bidnessetc.com/33795-pandora-media-inc-p-under-pressure-from-spotify/,Bidness ETC,"Pandora Media Inc (NYSE:P) is already reeling from lackluster active listener growth, but has argued that Spotify&#39;s subscription-based streaming service is not really a major threat to its online radio services.","Feb 1, 2015",1422800415
Pandora vs. Spotify: Which Is the Better Investment Option for You?,https://www.thestreet.com/story/13027011/1/pandora-vs-spotify-which-is-the-better-investment-option-for-you.html,TheStreet.com,"There is a subtle difference in the way Spotify and Pandora operate. Spotify is an online music streaming service whereas Pandora is an online radio service. What they have in common is that they&#39;re both going after deep music fans, and, for now ...","Jan 30, 2015",1422627266
Spotify Said to Seek New Financing That May Push Back IPO Timing,https://www.bloomberg.com/news/articles/2015-01-30/spotify-said-to-seek-new-financing-that-may-push-back-ipo-timing,Bloomberg,"In 2013, Spotify raised $250 million in financing led by Technology Crossover Ventures to back its expansion into new territories, including Japan, a person familiar said then.","Jan 30, 2015",1422653071
"Short Sellers Move On Google, Pandora, Yelp",http://www.benzinga.com/trading-ideas/short-ideas/15/01/5188641/short-sellers-move-on-google-pandora-yelp,Benzinga,"Among the leading social media companies based in the United States, short interest in Google Inc (NASDAQ: GOOGL) A shares, Pandora Media Inc (NYSE: P) and Yelp Inc (NYSE: YELP) grew by the largest percentage between the December 31 and&nbsp;...","Jan 29, 2015",1422534150
The Next Big Change In The Music Industry,http://www.benzinga.com/general/education/15/01/5143628/the-next-big-change-in-the-music-industry,Benzinga,"Pandora Media Inc (NYSE: P), Google Inc (NASDAQ: GOOG) (NASDAQ: GOOGL), Apple Inc. (NASDAQ: AAPL) and Amazon.com, Inc. (NASDAQ: AMZN) are all among those competing for share in the music streaming space.","Jan 14, 2015",1421257725
Pandora Shares Surge on Positive Market Research Report,http://www.billboard.com/articles/business/6450871/pandora-shares-surge-on-positive-market-research-report,Billboard,"The new OTR Global report says advertising agencies are happy with their Pandora ads&#39; effectiveness and expect to increase their spending, according to reports.","Jan 25, 2015",1422217683
"Marriott Tests Guest Streaming of Hulu, Netflix and Pandora on Hotel TVs",https://skift.com/2015/01/20/marriott-tests-guest-streaming-of-hulu-netflix-and-pandora-on-hotel-tvs/,Skift,"s NBCUniversal and 21st Century Fox Inc., offers an ad- supported and a premium monthly service. Pandora Media Inc., based in Oakland, California, offers Web radio.","Jan 20, 2015",1421753544
"Marriott International Inc (MAR) Working To Get Netflix, Inc. (NFLX) And Hulu ...",http://investcorrectly.com/20150120/marriott-international-inc-mar-working-get-netflix-inc-nflx-hulu-hotel-room/,InvestCorrectly,"Streaming services such as Netflix, Hulu and Pandora Media Inc (NYSE:P) have become very popular as they allow people to stream their favorite contents anywhere and anytime.","Jan 20, 2015",1421759451
"Marriott testing in-room access to Netflix, Pandora, Hulu, more",http://www.techhive.com/article/2872319/marriott-testing-in-room-access-to-netflix-pandora-hulu-more.html,TechHive,"Marriott International wants its in-room television entertainment services to join the present by offering Netflix, and other online services such as Hulu, and Pandora. The hotel chain is testing streaming access to these services in eight of its ...","Jan 20, 2015",1421762523
"Amazon Echo now lets you control Spotify, Pandora and iTunes using your voice",http://appadvice.com/appnn/2015/01/amazon-echo-now-lets-you-control-spotify-pandora-and-itunes-using-your-voice,AppAdvice,"It has also been able to play music from Spotify, Pandora, and iTunes via Bluetooth. But it&#39;s ... But it just became more of a must-have with the addition of voice control support for two of today&#39;s most popular streaming services and Apple&#39;s media ...","Jan 31, 2015",1422693450
"Amazon Makes It Easier to Use iTunes, Spotify With Its Echo Speaker",http://www.recode.net/2015/1/31/11558376/amazon-makes-it-easier-but-not-easy-to-use-itunes-spotify-with-its,Re/code,"So if you want to use Echo&#39;s voice control to navigate music from Spotify, iTunes or Pandora, you must first pair it with a device that has those services.","Jan 31, 2015",1422741778
"Amazon Echo update lets you control iTunes, Pandora, and Spotify with your voice",http://www.techhive.com/article/2877929/home-tech/amazon-echo-update-lets-you-control-your-music-with-your-voice.html,TechHive,"The Amazon Echo has learned a new trick or two with its latest software update. According to ZDNet, the newly released update for Amazon&#39;s speaker and virtual assistant gadget gives it new abilities to control playback for Spotify, iTunes, and Pandora.","Jan 31, 2015",1422740700
6 Top Internet and Digital Media Stocks to Buy for 2015,http://247wallst.com/media/2015/01/06/6-top-internet-and-digital-media-stocks-to-buy-for-2015/,24/7 Wall St.,"... and digital media coverage universe, with solid upside to the posted price targets. They were Amazon.com Inc. (NASDAQ: AMZN), Facebook Inc. (NASDAQ: FB), Google Inc. (NASDAQ: GOOG), Pandora Media Inc. (NYSE: P), Twitter Inc. (NYSE: TWTR) and&nbsp;...","Jan 6, 2015",1420553700
Merrill Lynch&#39;s Top Technology Stock Picks for 2015,http://247wallst.com/technology-3/2015/01/20/merrill-lynchs-top-technology-stock-picks-for-2015/,24/7 Wall St.,"As we get further into the first trading month of the year, more of the top firms on Wall Street that we cover are getting the top stock picks out to clients.","Jan 20, 2015",1421761893
Netflix Weighs Expansion in Hotels With Marriott TV Service,http://www.bloomberg.com/news/articles/2015-01-20/netflix-weighs-expansion-in-hotels-with-marriott-tv-service-1-,Bloomberg,"Hotels may be the next stop on Netflix Inc.&#39;s quest to build the world&#39;s first global online television network. Marriott International Inc. is letting guests at eight of its properties access Netflix, the biggest subscription-streaming service, Hulu ...","Jan 20, 2015",1421766645
Apple Acquires U.K. Startup Semetric for Music Analytics,http://www.bloomberg.com/news/articles/2015-01-21/apple-acquires-u-k-startup-semetric-for-music-analytics,Bloomberg,"While Beats is famous for its signature headphones, the company&#39;s streaming music service attracted Apple as a way to fend off rival platforms like Spotify Ltd.","Jan 21, 2015",1421858779
Apple wants to know more about your listening habits,http://www.pcworld.com/article/2873152/apple-wants-to-know-more-about-your-listening-habits.html,PCWorld,"Apple, it seems, has acquired U.K. company Semetric and its Musicmetric analytics platform, which could allow Apple to keep better track of what people listen to.","Jan 21, 2015",1421848372
Google Unveils Home-Audio Service Based on Chromecast Technology,https://www.bloomberg.com/news/articles/2015-01-05/google-unveils-home-audio-service-based-on-chromecast-technology,Bloomberg,"... California-based company is pushing out Google Cast later this year with speakers from partners such as Sony Corp. and LG Electronics Inc. The service will provide digital audio through online providers including Google Play Music, Pandora Media Inc.","Jan 5, 2015",1420474533
Google casts Internet music to its rightful home: speakers,https://www.cnet.com/news/ces-2015-google-takes-internet-music-to-its-rightful-home-speakers/,CNET,The search giant on Monday announced new software called Google Cast for audio that lets you stream music and other audio content from mobile apps like Pandora and Rdio directly to speakers. Google said compatible speakers will be available in the&nbsp;...,"Jan 5, 2015",1420473625
"Pandora Ramping Up Ad Sales, Says Report P",http://www.investors.com/news/technology/pandora-ramps-up-ad-sales-stock-rises/,Investor's Business Daily,"No. 1 Internet radio company Pandora Media (P)is &quot;effectively selling radio ads&quot; with its ramped-up direct sales force, says Rosenblatt Securities, which initiated coverage of Pandora stock Friday with a buy rating and price target of 20. Pandora stock ...","Jan 23, 2015",1422034545
"Google Now Penetrates Third-party Apps Like Pandora, eBay And Airbnb To Gather ...",http://www.designntrend.com/articles/37786/20150202/google-now-penetrate-third-party-apps-pandora-ebay-airbnb-gather.htm,Design & Trend,"&quot;In the morning, catch up on news of the day with cards from The Guardian,&quot; Google added in its blog post. &quot;On your commute, Pandora can give you recommendations for music to play, based on what you like, or you can be reminded to complete your daily&nbsp;...","Feb 2, 2015",1422859500
Google announces 40 new third-party integrations for Siri competitor Google Now,http://appleinsider.com/articles/15/01/30/google-announces-40-new-third-party-integrations-for-siri-competitor-google-now,Apple Insider,"The full list of new Now partners includes AirBnB, Instacart, Pandora, Shazam, Lyft, TripAdvisor, Kayak, eBay, Walgreens, Ford, Waze, Strava, Duolingo, Mint, The Economist, The Guardian, Bellyflop, Coinbase, Redfin, Zillow, Life360, HootSuite, Wattpad,&nbsp;...","Jan 30, 2015",1422661725
Google Now updated with support for third-party apps on Android,http://mashable.com/2015/01/31/google-now-third-party-apps/,Mashable,"... media and entertainment company. Powered by its own proprietary technology, Mashable is the go-to source for tech, digital culture and entertainment content for its dedicated and influential audience around the globe.","Feb 1, 2015",1422754200
"Revamped Pandora app goes live with new personalization icon, mini player and more",http://appadvice.com/appnn/2015/01/revamped-pandora-app-goes-live-with-new-personalization-icon-mini-player-and-more,AppAdvice,"Early last month, the company behind one of the most popular music streaming services in the world announced a substantial overhaul of its official app for iOS and made the new version of the app available in beta to a small number of iPhone users.","Jan 27, 2015",1422325575
&#39;Shadow cloud&#39; services a growing threat to enterprises,http://searchcloudsecurity.techtarget.com/news/2240237855/Shadow-cloud-services-a-growing-threat-to-enterprises,TechTarget,"For example, Internet radio company Pandora Media Inc. discussed its process for approving cloud apps and using identity management and onboarding them with IAM and single sign-on systems.","Jan 9, 2015",1420823331
British hacker linked to attack on Pentagon Twitter feed: sources,http://www.reuters.com/article/us-cybersecurity-pentagon-cybercaliphate-idUSKBN0KN00X20150114,Reuters,"Hussain, who lived in Birmingham, England, moved to Syria sometime in the last two years, according to British media reports.","Jan 14, 2015",1421194275
Apple&#39;s Beats Called Technology Pirate in Monster Lawsuit,https://www.bloomberg.com/news/articles/2015-01-07/apple-s-beats-called-technology-pirate-in-monster-lawsuit-1-,Bloomberg,"Apple&#39;s acquisition last year was its biggest-ever deal, giving the iPhone maker a popular line of headphones and helping bolster its music-streaming services in competition against Google Inc.&#39;s YouTube, Spotify Ltd.","Jan 7, 2015",1420599918
Monster Sues Apple Unit Over Headphone Deal,http://www.wsj.com/articles/monster-sues-beats-electronics-founders-for-fraud-1420591462,Wall Street Journal,"Audio-equipment maker Monster LLC and its chief executive sued Apple Inc.&#39;s Beats Electronics LLC, its co-founders Jimmy Iovine and Dr.","Jan 7, 2015",1420591496
